time,side,price
87,sell,97.83895754472128
88,buy,95.96900160251009
89,sell,97.18187761096496
89,buy,95.88333131251198
90,buy,96.4027578106472
90,sell,97.70083986856436
91,sell,97.90465889382746
91,sell,97.90465889382746
92,buy,96.59711037699876
92,buy,96.59711037699876
92,sell,97.72651237728601
92,sell,97.72651237728601
95,buy,97.00227274056587
95,sell,98.20800573902841
97,buy,97.15190100203796
98,sell,98.50742952100855
98,buy,97.38247368791089
98,buy,97.38247368791089
99,buy,97.97716008561115
99,buy,97.97716008561115
99,buy,97.97716008561115
99,sell,99.13625189126326
99,buy,97.97716008561115
